"Identifiant action de formation";"Enseignements optionnels et langues de classe de 2nde GT";"Identifiant et fiche onisep lieu de cours";"UAI lieu de cours";"Libellé lieu de cours";"Adresse lieu de cours";"Boîte postale lieu de cours";"Code postal lieu de cours";"Commune lieu de cours";"Département lieu de cours";"Région lieu de cours";"Académie lieu de cours";"AF date création";"AF date de modification"
AF.53773;"Arts : arts plastiques / Chinois / Création et innovation technologiques / Éducation physique et sportive / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand, chinois";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6207;0790024X;"Lycée Paul Guérin";"19 rue des Fiefs";"BP 19113";79061;Niort;Deux-Sèvres;Nouvelle-Aquitaine;Poitiers;06/06/2020;07/01/2026
AF.88295;"Arts : arts plastiques / Biotechnologies / Éducation physique et sportive / Japonais / Italien / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3635;0280665W;"Lycée privé Notre-Dame";"2 avenue Bethouart";;28000;Chartres;Eure-et-Loir;"Centre-Val de Loire";Orléans-Tours;06/06/2020;20/03/2024
AF.13618;"Arts : arts plastiques / Arts : musique / Chinois / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : anglais / LV2 : espagnol, allemand, chinois";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5150;0753820V;"Lycée privé des Francs Bourgeois - La Salle";"21 rue Saint-Antoine";;75004;Paris;Paris;Ile-de-France;Paris;06/06/2020;06/06/2020
AF.76536;"Arts : arts plastiques / Arts : cinéma-audiovisuel / Arts : théâtre / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences et laboratoire / LV1 : espagnol, anglais / LV2 : espagnol, anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.893;0640052J;"Lycée Gaston Fébus";"20 avenue Georges Moutet";"BP 128";64301;Orthez;Pyrénées-Atlantiques;Nouvelle-Aquitaine;Bordeaux;06/06/2020;06/06/2020
AF.9305;"Arts : théâtre / Création et innovation technologiques / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6129;0772602K;"Lycée privé Sainte-Céline";"29 rue Pierre Marx";;77260;"La Ferté-sous-Jouarre";Seine-et-Marne;Ile-de-France;Créteil;06/06/2020;21/02/2025
AF.88305;"Arts : théâtre / Création et innovation technologiques / Espagnol / Langues et cultures de l'Antiquité : latin / Sciences de l'ingénieur / LV1 : anglais, allemand, arabe / LV2 : espagnol, italien, anglais, allemand, arabe";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9663;0672806L;"Lycée polyvalent Marcel Rudloff";"21 avenue François Mitterrand, Quartier des Poteries";;67200;Strasbourg;Bas-Rhin;"Grand Est";Strasbourg;06/06/2020;06/06/2020
AF.13726;"Arts : histoire des arts / Création et innovation technologiques / Langues et cultures de l'Antiquité : latin / Occitan / Espagnol / Sciences de l'ingénieur / LV1 : anglais, espagnol / LV2 : espagnol, allemand, occitan, anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16346;0310028M;"Lycée général et technologique Vincent Auriol";"36 route de Sorèze";;31250;Revel;Haute-Garonne;Occitanie;Toulouse;06/06/2020;06/06/2020
AF.3835;"Biotechnologies / Écologie, agronomie, territoires, développement durable / Hippologie et équitation / Pratiques physiques et sportives / Pratiques professionnelles / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9660;0010819K;"Lycée d'enseignement général, technologique et professionnel agricole Les Sardières";"79 route de Jasseron";;1000;Bourg-en-Bresse;Ain;Auvergne-Rhône-Alpes;Lyon;06/06/2020;30/08/2023
AF.65146;"Arts : arts plastiques / Arts : théâtre / Atelier artistique / Gallo / Italien / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : allemand, anglais / LV2 : allemand, anglais, chinois, espagnol, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12099;0350048M;"Lycée polyvalent Jacques Cartier";"31 rue de la Balue";"BP 30018";35418;Saint-Malo;Ille-et-Vilaine;Bretagne;Rennes;06/06/2020;14/04/2022
AF.139388;"Écologie, agronomie, territoires, développement durable / Pratiques sociales et culturelles / LV1 : anglais / LV2 : espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8439;0211530Z;"Maison familiale rurale de Quétigny";"33 boulevard de Bellevue";;21800;Quetigny;Côte-d'Or;Bourgogne-Franche-Comté;Dijon;25/06/2025;25/06/2025
AF.130878;"LV1 : anglais, français / LV2 : français, anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22605;0313055C;"Lycée général privé Deutsche Schule";"2 allée de l'Herbaudière";;31770;Colomiers;Haute-Garonne;Occitanie;Toulouse;06/06/2024;25/06/2025
AF.71032;"Arts : cinéma-audiovisuel / Langues et cultures de l'Antiquité : latin / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4306;0381660Y;"Lycée général privé Sainte-Cécile- Institution Saint-François";"18 avenue Maréchal Foch";"BP 75";38260;"La Côte-Saint-André";Isère;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;25/11/2021
AF.65153;"Arts : arts plastiques / Biotechnologies / Culture et pratique de la danse / Culture et pratique de la musique / Culture et pratique du théâtre / Espagnol / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3364;0681768C;"Lycée polyvalent Laurent de Lavoisier";"42 rue Lavoisier";"BP 52056";68059;Mulhouse;Haut-Rhin;"Grand Est";Strasbourg;06/06/2020;30/01/2023
AF.59478;"Arts : arts plastiques / Arts : cinéma-audiovisuel / Arts : danse / Arts : musique / Arts : théâtre / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Santé et social / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9130;0261277X;"Lycée général et technologique les trois Sources";"110 chemin du Valentin";"BP 106";26501;Bourg-lès-Valence;Drôme;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;01/10/2024
AF.47859;"Arts : musique / Espagnol / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Sciences de l'ingénieur / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15462;0391092A;"Lycée polyvalent Paul-Émile Victor";"625 rue de Gottmadingen";"BP 116";39303;Champagnole;Jura;Bourgogne-Franche-Comté;Besançon;06/06/2020;15/09/2023
AF.77617;"LV1 : anglais / LV2 : allemand, espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4250;0931735F;"Lycée polyvalent Louise Michel";"12 rue Jean Baptiste Clément";;93800;Epinay-sur-Seine;Seine-Saint-Denis;Ile-de-France;Créteil;06/06/2020;14/02/2022
AF.7961;"Langues et cultures de l'Antiquité : latin / Russe / Italien / Sciences de l'ingénieur / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1273;0332831Y;"Lycée Sud Médoc - La Boétie";"2 allée du lycée";;33320;"Le Taillan-Médoc";Gironde;Nouvelle-Aquitaine;Bordeaux;06/06/2020;04/04/2025
AF.76686;"Arts : musique / Chinois / Italien / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : anglais, espagnol / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8557;0530010Y;"Lycée Ambroise Paré";"17 rue du Lycee";"BP 71309";53013;Laval;Mayenne;"Pays de la Loire";Nantes;06/06/2020;06/06/2020
AF.48162;"Écologie, agronomie, territoires, développement durable / Pratiques physiques et sportives / LV1 : anglais / LV2 : espagnol, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18735;0741253K;"MFR d'Annecy";"70 route du Périmètre";;74940;Annecy;Haute-Savoie;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;10/01/2024
AF.19337;"Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17356;0610018N;"Lycée des Andaines";"3 place du Général de Gaulle";;61600;"La Ferté-Macé";Orne;Normandie;Normandie;06/06/2020;07/02/2023
AF.19264;"Arts : cinéma-audiovisuel / Éducation physique et sportive / Italien / Langues et cultures de l'Antiquité : latin / Santé et social / Sciences de l'ingénieur / LV1 : anglais / LV2 : allemand, arabe, espagnol, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14978;0590149S;"Lycée polyvalent Pierre Forest";"Boulevard Charles de Gaulle";"BP 30599";59605;Maubeuge;Nord;Hauts-de-France;Lille;06/06/2020;12/02/2026
AF.38379;"Arts : arts plastiques / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / LV1 : espagnol, anglais / LV2 : espagnol, anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3863;0640126P;"Lycée privé Saint-Joseph";"1 rue Palou";;64400;Oloron-Sainte-Marie;Pyrénées-Atlantiques;Nouvelle-Aquitaine;Bordeaux;06/06/2020;06/06/2020
AF.61213;"Arts : arts plastiques / Arts : théâtre / Langues et cultures de l'Antiquité : latin / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15554;0340075X;"Lycée Paul Valéry";"55 rue Paul Valéry";;34200;Sète;Hérault;Occitanie;Montpellier;06/06/2020;20/11/2024
AF.65143;"Écologie, agronomie, territoires, développement durable / Éducation physique et sportive / Hippologie et équitation / Pratiques physiques et sportives / Pratiques professionnelles / Pratiques sociales et culturelles / LV1 : anglais / LV2 : espagnol, allemand, breton";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1858;0291208F;"Lycée agricole privé le Nivot";"Le Nivot";;29590;Lopérec;Finistère;Bretagne;Rennes;06/06/2020;05/05/2023
AF.36596;"Arts : arts plastiques / Biotechnologies / Éducation physique et sportive / Langue des signes française / Langues et cultures de l'Antiquité : latin / Santé et social / LV1 : anglais / LV2 : espagnol, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11560;0421021G;"Lycée Saint-Michel";"4 rue Jules Vallès";;42030;Saint-Etienne;Loire;Auvergne-Rhône-Alpes;Lyon;06/06/2020;13/03/2023
AF.61738;"Éducation physique et sportive / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4670;0772840U;"Lycée La Salle - Sainte-Marie";"3 bis chemin de la messe";;77140;Saint-Pierre-lès-Nemours;Seine-et-Marne;Ile-de-France;Créteil;06/06/2020;06/06/2020
AF.53743;"Arménien / Management et gestion / LV1 : anglais, arménien / LV2 : espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6306;0133446A;"Lycée Hamaskaïne";"60 boulevard Pinatel";;13012;Marseille;Bouches-du-Rhône;"Provence-Alpes-Côte d'Azur";Aix-Marseille;06/06/2020;06/06/2020
AF.13578;"Arts : théâtre / Chinois / Italien / Création et innovation technologiques / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, chinois";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6928;0782568T;"Lycée Alain";"25 route de la Cascade";;78110;"Le Vésinet";Yvelines;Ile-de-France;Versailles;06/06/2020;10/05/2022
AF.36739;"Création et culture-design / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10850;0340028W;"Lycée polyvalent Joseph Vallot";"Rue du docteur Henri Mas";;34700;Lodève;Hérault;Occitanie;Montpellier;06/06/2020;20/11/2024
AF.82441;"Arts : arts plastiques / Arts : danse / Arts : musique / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11975;0763112V;"Lycée privé La Providence";"35 rue Queue de Renard";;76400;Fécamp;Seine-Maritime;Normandie;Normandie;06/06/2020;16/03/2022
AF.59522;"Arts : arts plastiques / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences de l'ingénieur / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12703;0622116N;"Lycée général La Malassise";"Pensionnat Saint-Joseph";"BP 30089";62968;Longuenesse;Pas-de-Calais;Hauts-de-France;Lille;06/06/2020;12/02/2026
AF.27069;"Création et innovation technologiques / Éducation physique et sportive / Sciences de l'ingénieur / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, chinois";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14504;0930122C;"Lycée Condorcet";"31 rue Désiré Chevalier";;93100;Montreuil;Seine-Saint-Denis;Ile-de-France;Créteil;06/06/2020;12/03/2025
AF.38561;"Arts : arts plastiques / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7667;0720843A;"Lycée polyvalent Sainte-Anne";"5 rue Alain de Rouge";"BP 175";72300;Sablé-sur-Sarthe;Sarthe;"Pays de la Loire";Nantes;06/06/2020;20/02/2024
AF.36672;"Arts : arts plastiques / Atelier artistique / Biotechnologies / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / Santé et social / Sciences de l'ingénieur / LV1 : anglais / LV2 : allemand, espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4520;0291654R;"Lycée Saint-Joseph";"61 rue Bayard";;29187;Concarneau;Finistère;Bretagne;Rennes;06/06/2020;14/04/2022
AF.53754;"Management et gestion / Tahitien / LV1 : anglais / LV2 : espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5291;9840013S;"Collège Taiohae TE TAU VAE IA";Taiohae;"BP 17";98742;"Nuku hiva";"Polynésie française";"Collectivités d'outre-mer";"Collectivités d'Outre Mer";06/06/2020;06/06/2020
AF.5061;"Arabe / Espagnol / Arts : histoire des arts / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences et laboratoire / LV1 : anglais / LV2 : allemand, arabe, espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15180;0596681S;"Lycée Averroès";"65 rue de la Prévoyance";;59000;Lille;Nord;Hauts-de-France;Lille;06/06/2020;17/02/2026
AF.42213;"Arts : arts plastiques / Arts : théâtre / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2485;0830101J;"Lycée Maintenon";"10 boulevard Pasteur";"CS 70514";83409;Hyères;Var;"Provence-Alpes-Côte d'Azur";Nice;06/06/2020;17/03/2025
AF.84240;"Écologie, agronomie, territoires, développement durable / Hippologie et équitation / LV1 : anglais / LV2 : allemand, espagnol, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7989;0261265J;"Sylva Campus";"103 avenue de Rochemaure";"BP 86";26202;Montélimar;Drôme;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;22/06/2023
AF.7783;"Arts : arts plastiques / Arts : danse / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / Sciences et laboratoire / LV1 : espagnol, anglais / LV2 : espagnol, anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5217;0640017W;"Lycée André Malraux";"3 rue du 8 Mai 1945";"BP 139";64203;Biarritz;Pyrénées-Atlantiques;Nouvelle-Aquitaine;Bordeaux;06/06/2020;01/04/2025
AF.84290;"Arts : arts plastiques / Atelier artistique / Création et innovation technologiques / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences de l'ingénieur / LV1 : anglais / LV2 : allemand, espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2783;0350808N;"Lycée Jeanne d'Arc";"13 place de la République";"BP 90326";35503;Vitré;Ille-et-Vilaine;Bretagne;Rennes;06/06/2020;08/03/2023
AF.2047;"Biotechnologies / Espagnol / Santé et social / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13426;0570081D;"Lycée Erckmann Chatrian";"13 rue de l'Arsenal";;57370;Phalsbourg;Moselle;"Grand Est";Nancy-Metz;06/06/2020;06/06/2020
AF.70999;"Arts : arts plastiques / Arts : histoire des arts / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11355;0500082T;"Lycée Henri Cornat";"36 rue Henri Cornat";"BP 321";50700;Valognes;Manche;Normandie;Normandie;06/06/2020;11/02/2022
AF.25096;"Arts : arts plastiques / Arts : musique / Espagnol / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15760;0753827C;"Lycée privé Louise de Marillac";"32 rue Geoffroy Saint-Hilaire";;75005;Paris;Paris;Ile-de-France;Paris;06/06/2020;15/06/2023
