"Identifiant action de formation";"Enseignements de spécialité de classe de 1ère générale";"Identifiant et fiche onisep lieu de cours";"UAI lieu de cours";"Libellé lieu de cours";"Adresse lieu de cours";"Boîte postale lieu de cours";"Code postal lieu de cours";"Commune lieu de cours";"Département lieu de cours";"Région lieu de cours";"Académie lieu de cours";"AF date création";"AF date de modification"
AF.52464;"sciences économiques et sociales / LLCER espagnol / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15912;0831559U;"Lycée Maurice Janetti";"Route D 560L";;83470;Saint-Maximin-la-Sainte-Baume;Var;"Provence-Alpes-Côte d'Azur";Nice;06/06/2020;26/06/2024
AF.53874;"sciences économiques et sociales / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2360;0922801V;"Lycée Simone Veil";"6 place Jules Guesde";;92100;Boulogne-Billancourt;Hauts-de-Seine;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.57552;"sciences économiques et sociales / arts : arts plastiques / arts : théâtre / arts : musique / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9041;0620040G;"Lycée général et technologique Louis Blaringhem";"Boulevard Victor Hugo";"BP 812";62408;Béthune;Pas-de-Calais;Hauts-de-France;Lille;06/06/2020;15/02/2023
AF.57701;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10344;0500120J;"Lycée Institut Saint-Lô";"1 rue de l'Oratoire";;50180;Agneaux;Manche;Normandie;Normandie;06/06/2020;10/03/2022
AF.57835;"sciences économiques et sociales / arts : arts plastiques / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / numérique et sciences informatiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9017;0860035W;"Lycée Camille Guérin";"33 rue de la Gibauderie";"BP 611";86022;Poitiers;Vienne;Nouvelle-Aquitaine;Poitiers;06/06/2020;21/02/2024
AF.57919;"biologie-écologie / mathématiques / physique-chimie";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18353;0400750Y;"Lycée agricole Hector Serres";"2915 route des Barthes";;40180;Oeyreluy;Landes;Nouvelle-Aquitaine;Bordeaux;06/06/2020;06/06/2020
AF.57924;"sciences économiques et sociales / arts : théâtre / arts : musique / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11982;0760054W;"Lycée Porte Océane";"44 rue Émile Zola";"BP 40217";76053;"Le Havre";Seine-Maritime;Normandie;Normandie;06/06/2020;03/02/2025
AF.57933;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / physique-chimie / sciences de la vie et de la Terre / LLCER espagnol / LLCER anglais / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11464;0101028N;"Lycée Camille Claudel";"28 rue des Terrasses";"BP 395";10026;Troyes;Aube;"Grand Est";Reims;06/06/2020;10/03/2021
AF.57949;"biologie-écologie / mathématiques / physique-chimie";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7342;0060793E;"Lycée Vert d'Azur";"1285 avenue Jules Grec";"BP 89";6602;Antibes;Alpes-Maritimes;"Provence-Alpes-Côte d'Azur";Nice;06/06/2020;13/02/2026
AF.57962;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / arts : cinéma - audiovisuel / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5242;0541986R;"Lycée La Malgrange";"76 avenue de La Malgrange";;54140;Jarville-la-Malgrange;Meurthe-et-Moselle;"Grand Est";Nancy-Metz;06/06/2020;14/02/2023
AF.57973;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7184;0080040A;"Lycée polyvalent Jean Moulin";"996 avenue de la Cité Scolaire";"BP 24";8501;Revin;Ardennes;"Grand Est";Reims;06/06/2020;18/04/2023
AF.57994;"sciences économiques et sociales / arts : théâtre / arts : musique / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain / éducation physique, pratiques et culture sportives / arts : arts plastiques / LLCER espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12973;0590064Z;"Lycée Jean-Baptiste Corot";"133 rue Saint-Vaast";"BP 90810";59508;Douai;Nord;Hauts-de-France;Lille;06/06/2020;16/02/2026
AF.58002;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2775;0340042L;"Lycée polyvalent Jean Mermoz";"717 avenue Jean Mermoz";"CS 29007";34060;Montpellier;Hérault;Occitanie;Montpellier;06/06/2020;05/04/2022
AF.58007;"sciences économiques et sociales / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1477;0542208G;"Lycée des métiers de l'hôtellerie-restauration et de l'alimentation Stanislas";"468 rue de Vandoeuvre";;54600;Villers-lès-Nancy;Meurthe-et-Moselle;"Grand Est";Nancy-Metz;06/06/2020;06/06/2020
AF.58016;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / LLCER anglais - monde contemporain / mathématiques / physique-chimie / sciences de la vie et de la Terre / arts : danse";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11025;0540058V;"Lycée Jacques Marquette";"Place Foch";;54700;Pont-à-Mousson;Meurthe-et-Moselle;"Grand Est";Nancy-Metz;06/06/2020;02/02/2023
AF.58023;"sciences économiques et sociales / arts : arts plastiques / arts : musique / humanités, littérature et philosophie / arts : cinéma - audiovisuel / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6186;0595616J;"Lycée du Noordover";"26 avenue de Suwalki";"BP 50189";59792;Grande-Synthe;Nord;Hauts-de-France;Lille;06/06/2020;20/10/2025
AF.58034;"arts : arts plastiques / arts : cinéma - audiovisuel / arts : danse / arts : musique / arts : théâtre / numérique et sciences informatiques / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / LLCER anglais / LLCER anglais - monde contemporain / LLCER espagnol / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15957;0350028R;"Lycée Bréquigny";"7 avenue Georges Graff";"BP 90516";35205;Rennes;Ille-et-Vilaine;Bretagne;Rennes;06/06/2020;12/04/2022
AF.58040;"humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13946;9760229V;"Lycée polyvalent de Petite Terre";"Rue du lycée";"BP 196";97615;Pamandzi;Mayotte;Mayotte;Mayotte;06/06/2020;26/07/2022
AF.58068;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / éducation physique, pratiques et culture sportives / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5702;0020049T;"Lycée Pierre de la Ramée";"1 rue Jules Siegfried";;2100;Saint-Quentin;Aisne;Hauts-de-France;Amiens;06/06/2020;14/10/2025
AF.58085;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER anglais - monde contemporain / LLCER espagnol / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9515;0240005A;"Lycée Maine de Biran";"108 rue Valette";"BP 89";24108;Bergerac;Dordogne;Nouvelle-Aquitaine;Bordeaux;06/06/2020;12/01/2022
AF.58093;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9840;0920928J;"Lycée La Salle Passy Buzenval";"50 avenue Otis Mygatt";;92500;Rueil-Malmaison;Hauts-de-Seine;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.58099;"sciences économiques et sociales / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / humanités, littérature et philosophie / LLCER anglais / numérique et sciences informatiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15945;0801226Y;"Lycée Sacré-Coeur";"13 rue des Naviages";;80200;Péronne;Somme;Hauts-de-France;Amiens;06/06/2020;05/11/2025
AF.58109;"sciences économiques et sociales / LLCER espagnol / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16277;0450029M;"Lycée Bernard Palissy";"9 rue du 32e RI";"BP 49";45502;Gien;Loiret;"Centre-Val de Loire";Orléans-Tours;06/06/2020;25/03/2024
AF.58122;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18016;0772688D;"Lycée polyvalent de Serris Émilie du Châtelet";"35 cours du Danube";;77700;Serris;Seine-et-Marne;Ile-de-France;Créteil;06/06/2020;06/06/2020
AF.58130;"sciences économiques et sociales / arts : arts plastiques / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol / LLCER créole";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5789;9720771F;"Lycée polyvalent la Jetée";"Route de la Jetée, Cité scolaire";;97240;"Le François";Martinique;Martinique;Martinique;06/06/2020;08/02/2022
AF.58138;"numérique et sciences informatiques / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / LLCER anglais / LLCER anglais - monde contemporain / LLCER espagnol / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16056;0290008B;"Lycée Amiral Ronarc'h";"3 rue Mozart";"BP 43137";29231;Brest;Finistère;Bretagne;Rennes;06/06/2020;11/04/2022
AF.58147;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16330;0312746S;"Lycée polyvalent Marie-Louise Dissard Françoise";"5 boulevard Alain Savary";"BP 21121";31170;Tournefeuille;Haute-Garonne;Occitanie;Toulouse;06/06/2020;14/04/2023
